Protein IDs,Compartment,Gene names,Normalized Map profiles,Fraction MAP1_01K,Fraction MAP1_03K,Fraction MAP1_06K,Fraction MAP1_12K,Fraction MAP1_24K,Fraction MAP1_80K,Fraction MAP2_01K,Fraction MAP2_03K,Fraction MAP2_06K,Fraction MAP2_12K,Fraction MAP2_24K,Fraction MAP2_80K,Fraction MAP3_01K,Fraction MAP3_03K,Fraction MAP3_06K,Fraction MAP3_12K,Fraction MAP3_24K,Fraction MAP3_80K,SVM predictions,Actin binding proteins,ER,Endosome,Ergic/ cisGolgi,Golgi,Large Protein Complex,Lysosome,Mitochondrion,Nuclear pore complex,Peroxisome,Plasma membrane,Protein IDs,Compartment Marker,Gene names,PredictionMax probability,Prediction Winner,Multiple Prediction Winners?,Classification,Confidence
Q8N612,undefined,FAM160A2,,0.185188243,0.118843178,0.119391631,0.114030949,0.278902859,0.18364314,0.079665755,0.188259784,0.34126918,0.135048174,0.094427263,0.161329844,0.126569435,0.159770372,0.142516306,0.135093629,0.24041428,0.195635978,,0.010976245,0.017305941,0.102395011,0.015437498,0.018830622,0.667487115,0.011061253,0.123744399,0.004676612,0.004187809,0.023897495,Q8N612, ,FAM160A2,0.667,Large Protein Complex,no,Large Protein Complex,Medium
Q6MZQ0,undefined,PRR5L,,0.091822095,0.057762878,0.350985601,0.127533844,0.165523152,0.206372431,0.204094811,0.202798564,0.131163109,0.10770721,0.143579541,0.210656765,0.179379019,0.111568338,0.155860008,0.129742731,0.114718566,0.308731338,,0.00690859,0.022798102,0.12873351,0.009777905,0.014306771,0.666907689,0.013549235,0.110613509,0.004747543,0.003701418,0.017955728,Q6MZQ0, ,PRR5L,0.667,Large Protein Complex,no,Large Protein Complex,Medium
Q6Q759,undefined,SPAG17,,0.120709671,0.159394458,0.190762087,0.140245547,0.141183644,0.247704593,0.265273169,0.400013886,0.083852875,0.06316548,0.141099687,0.046594903,0.168829545,0.134056793,0.106235258,0.112536361,0.232799073,0.24554297,,0.012810397,0.019506403,0.063977787,0.005560108,0.01982399,0.666401854,0.013945649,0.163854776,0.005295815,0.003986406,0.024836815,Q6Q759, ,SPAG17,0.666,Large Protein Complex,no,Large Protein Complex,Medium
Q13555,undefined,CAMK2G,,0.224095297,0.084456796,0.103794891,0.089050167,0.180504199,0.31809865,0.161215625,0.390600019,0.091964589,0.068505396,0.149310687,0.138403684,0.086318253,0.170911191,0.169320901,0.083302703,0.227434007,0.262712945,,0.008820752,0.019573013,0.064838077,0.005084965,0.021443342,0.666001208,0.014647899,0.167127752,0.005390995,0.004174278,0.02289772,Q13555, ,CAMK2G,0.666,Large Protein Complex,no,Large Protein Complex,Medium
Q9H0R4,undefined,HDHD2,,0.157065338,0.165218976,0.17839195,0.184012634,0.198870194,0.116440908,0.169851636,0.222438211,0.166425465,0.162296139,0.170118484,0.108870065,0.114164619,0.260372054,0.227405,0.112528834,0.148639843,0.13688965,,0.031680324,0.011327875,0.028443562,0.023547237,0.024601743,0.665879094,0.004563811,0.01379646,0.002867984,0.002532958,0.190758952,Q9H0R4, ,HDHD2,0.666,Large Protein Complex,no,Large Protein Complex,Medium
P61587,undefined,RND3,,0.117895474,0.196275544,0.251610572,0.225738193,0.136879024,0.071601193,0.077279793,0.200932672,0.153760649,0.151693833,0.091573819,0.324759233,0.088744871,0.222046089,0.237969241,0.219293354,0.146761146,0.085185299,,0.011378289,0.031795214,0.087775326,0.054578755,0.022283277,0.665492985,0.016833595,0.061682832,0.004872809,0.004043491,0.039263428,P61587, ,RND3,0.665,Large Protein Complex,no,Large Protein Complex,Medium
Q8TF42,undefined,UBASH3B,,0.135866253,0.151479457,0.173828214,0.199060388,0.177939585,0.161826104,0.11136221,0.202075878,0.118671879,0.186252396,0.187138545,0.194499093,0.119511117,0.152211834,0.163751667,0.193231153,0.182780569,0.18851366,,0.002408045,0.002535733,0.308175325,0.009063584,0.002279319,0.665178955,0.003542488,0.001726989,0.001178983,0.001343694,0.002566885,Q8TF42, ,UBASH3B,0.665,Large Protein Complex,no,Large Protein Complex,Medium
P28370,undefined,SMARCA1,,0.569751172,0.083425128,0.067622524,0.082222368,0.103872055,0.093106754,0.562416606,0.080254221,0.08519518,0.087016062,0.094866419,0.090251512,0.503818607,0.104535371,0.093519433,0.089816869,0.105733577,0.102576143,,0.00743916,0.013389247,0.035670174,0.006588525,0.014663734,0.664635792,0.012341444,0.034867392,0.188894865,0.005057764,0.016451902,P28370, ,SMARCA1,0.665,Large Protein Complex,no,Large Protein Complex,Medium
Q6YHU6,undefined,THADA,,0.178290876,0.144290764,0.098285827,0.198448547,0.184145999,0.196537987,0.151450677,0.201223509,0.135901629,0.172110157,0.166963433,0.172350594,0.134914238,0.146049859,0.169702155,0.225820972,0.139594734,0.183918042,,0.004599849,0.004691759,0.290852678,0.004589565,0.004454494,0.664628217,0.005123777,0.004144398,0.001758417,0.002204687,0.01295216,Q6YHU6, ,THADA,0.665,Large Protein Complex,no,Large Protein Complex,Medium
O95714,undefined,HERC2,,0.098316455,0.12037545,0.146786963,0.144654906,0.178221812,0.311644414,0.094746818,0.120660287,0.11969773,0.151903125,0.182229242,0.330762799,0.120541484,0.11672394,0.127485721,0.157716382,0.164982223,0.31255025,,0.00227697,0.004508618,0.300926343,0.00406949,0.003830091,0.664548765,0.00675046,0.004967102,0.001810475,0.002100968,0.004210718,O95714, ,HERC2,0.665,Large Protein Complex,no,Large Protein Complex,Medium
P37108,undefined,SRP14,,0.12615601,0.093043263,0.133303003,0.195855737,0.22886922,0.222772769,0.124855069,0.092398469,0.125442734,0.183033942,0.228625657,0.245644129,0.126770911,0.09114816,0.121611581,0.197916232,0.220957899,0.241595218,,0.001268611,0.002883772,0.314914849,0.002072457,0.002161584,0.66431506,0.004951482,0.002675093,0.001267657,0.001647963,0.001841471,P37108, ,SRP14,0.664,Large Protein Complex,no,Large Protein Complex,Medium
Q5THK1,undefined,PRR14L,,0.196297551,0.115126887,0.14503997,0.20281378,0.156697349,0.184024464,0.169300708,0.144270072,0.201589121,0.152682136,0.220951101,0.111206863,0.160510867,0.133136421,0.13399216,0.14692026,0.171561862,0.25387843,,0.005571011,0.009658098,0.270892227,0.00516732,0.00622465,0.663570621,0.007424335,0.014973121,0.002572045,0.002780491,0.011166081,Q5THK1, ,PRR14L,0.664,Large Protein Complex,no,Large Protein Complex,Medium
Q8NDA8,undefined,MROH1,,0.124728738,0.150466312,0.128571613,0.207147101,0.177586029,0.211500207,0.11457163,0.171852896,0.209302008,0.126534604,0.210420978,0.167317883,0.1991423,0.091467187,0.136,0.154957765,0.200847303,0.217585445,,0.003727555,0.005024824,0.291403402,0.007831813,0.004568813,0.66259378,0.0061923,0.009651053,0.00191267,0.002191735,0.004902054,Q8NDA8, ,MROH1,0.663,Large Protein Complex,no,Large Protein Complex,Medium
P11142,undefined,HSPA8,,0.147590179,0.169811392,0.168596643,0.200849946,0.177413984,0.135737856,0.14909103,0.179986369,0.169083548,0.199591816,0.167270424,0.134976813,0.159474209,0.199627001,0.17320179,0.177419047,0.161499715,0.128778238,,0.015929035,0.006805382,0.189578922,0.02342817,0.008427681,0.662412148,0.004433515,0.004957861,0.002203883,0.002506072,0.07931733,P11142, ,HSPA8,0.662,Large Protein Complex,no,Large Protein Complex,Medium
Q6ULP2,undefined,AFTPH,,0.17517771,0.112385202,0.137747107,0.191646345,0.187786022,0.195257614,0.071110757,0.151596445,0.163426889,0.186870262,0.257562904,0.169432743,0.09190065,0.12985987,0.153313178,0.204393987,0.219074414,0.201457902,,0.001354009,0.002542458,0.31751819,0.002926063,0.001803214,0.66223158,0.003306197,0.002997028,0.001236127,0.001547494,0.002537641,Q6ULP2, ,AFTPH,0.662,Large Protein Complex,no,Large Protein Complex,Medium
P04080,undefined,CSTB,,0.174333529,0.216447419,0.166271748,0.176668375,0.160621569,0.10565736,0.173904173,0.185215034,0.145704806,0.193172167,0.199474115,0.102529705,0.175026524,0.259542119,0.132215227,0.162711426,0.162525099,0.107979605,,0.070526809,0.006584922,0.054231833,0.011210633,0.015066237,0.661860425,0.005512438,0.012921894,0.003567815,0.002918933,0.155598061,P04080, ,CSTB,0.662,Large Protein Complex,no,Large Protein Complex,Medium
Q96GA3,undefined,LTV1,,0.111042858,0.100988918,0.101798352,0.124428917,0.167805633,0.393935322,0.125313637,0.101049824,0.080961523,0.139144701,0.167876985,0.385653331,0.112242,0.127331471,0.079783363,0.112524557,0.156235206,0.411883403,,0.005200111,0.010553808,0.253472132,0.004566104,0.010989506,0.661745475,0.012307893,0.019719237,0.003764694,0.00365388,0.014027161,Q96GA3, ,LTV1,0.662,Large Protein Complex,no,Large Protein Complex,Medium
Q562E7,undefined,WDR81,,0.183254796,0.180516783,0.207472586,0.138919535,0.170739442,0.119096858,0.119694428,0.183286849,0.234201149,0.131935829,0.201357803,0.129523942,0.125617656,0.214140097,0.200637889,0.137395378,0.16438272,0.157826261,,0.057854499,0.011039529,0.06273614,0.029669957,0.028435565,0.661462453,0.00512759,0.051256802,0.003178751,0.003000545,0.08623817,Q562E7, ,WDR81,0.661,Large Protein Complex,no,Large Protein Complex,Medium
Q9GZP8,undefined,IMUP,,0.163473653,0.199399335,0.22626937,0.066507048,0.227666353,0.11668424,0.14708674,0.14022447,0.187920881,0.152255092,0.15172163,0.220791188,0.146831164,0.145166251,0.145654438,0.176700821,0.171082447,0.214564879,,0.01397642,0.008734872,0.224669829,0.024229166,0.01054454,0.661213431,0.007484921,0.031385614,0.003036838,0.002656132,0.012068238,Q9GZP8, ,IMUP,0.661,Large Protein Complex,no,Large Protein Complex,Medium
Q96HA7,undefined,TONSL,,0.492178687,0.104327204,0.100263655,0.090118373,0.114764681,0.0983474,0.427112067,0.092313806,0.099326757,0.100090389,0.134079823,0.147077158,0.453137505,0.090279219,0.121328215,0.084024958,0.111457747,0.139772357,,0.00958177,0.017719155,0.049596941,0.007940266,0.019106676,0.660309928,0.016114871,0.055629896,0.135622568,0.006184805,0.022193123,Q96HA7, ,TONSL,0.660,Large Protein Complex,no,Large Protein Complex,Medium
P49454,undefined,CENPF,,0.291733761,0.12850599,0.130499106,0.141184211,0.168031644,0.140045288,0.288094946,0.108455562,0.117110846,0.152465169,0.181584643,0.152288834,0.292449987,0.108078099,0.129632668,0.148380832,0.176007998,0.145450418,,0.012583272,0.015631512,0.177976632,0.005596292,0.016095385,0.660101634,0.015047847,0.053634471,0.012577299,0.004840361,0.025915295,P49454, ,CENPF,0.660,Large Protein Complex,no,Large Protein Complex,Medium
Q9GZN2,undefined,TGIF2,,0.542262017,0.130920725,0.085139079,0.064377189,0.108415902,0.068885089,0.473632793,0.087590357,0.059595595,0.066842626,0.127314596,0.185024034,0.632622111,0.01932485,0.122009213,0.064389474,0.074358251,0.087296102,,0.009061749,0.020515189,0.078200778,0.007657221,0.022059729,0.659435289,0.017741913,0.106999977,0.046022086,0.005842871,0.026463197,Q9GZN2, ,TGIF2,0.659,Large Protein Complex,no,Large Protein Complex,Medium
Q9GZR2,undefined,REXO4,,0.443233884,0.119689017,0.057396408,0.099377974,0.148362127,0.13194059,0.385166227,0.081766456,0.115602937,0.129615821,0.143292826,0.144555733,0.336829183,0.105764616,0.204689087,0.152478669,0.10451682,0.095721625,,0.010696998,0.019439321,0.073504757,0.007662067,0.020832217,0.659134905,0.017171076,0.081428242,0.075966775,0.006053832,0.028109809,Q9GZR2, ,REXO4,0.659,Large Protein Complex,no,Large Protein Complex,Medium
Q96PU5,undefined,NEDD4L,,0.22711727,0.161236044,0.186139116,0.17632502,0.170314474,0.078868076,0.174565055,0.344870428,0.133497349,0.145607408,0.08958849,0.11187127,0.071190413,0.222310718,0.199406208,0.181359077,0.053821794,0.271911791,,0.031502781,0.045633226,0.055172124,0.00909142,0.029146098,0.659130739,0.013679022,0.034541103,0.005799269,0.005276196,0.111028022,Q96PU5, ,NEDD4L,0.659,Large Protein Complex,no,Large Protein Complex,Medium
Q9NU02,undefined,ANKEF1,,0.158058286,0.146967336,0.210612666,0.207087966,0.175839843,0.101433905,0.104962011,0.304689992,0.122699559,0.155107401,0.137566832,0.174974205,0.246772092,0.207518509,0.131536861,0.203603648,0.143120898,0.067447992,,0.029793475,0.015550175,0.098066985,0.014660005,0.017848088,0.658981852,0.010498116,0.037927259,0.004654522,0.003839977,0.108179546,Q9NU02, ,ANKEF1,0.659,Large Protein Complex,no,Large Protein Complex,Medium
Q13751,undefined,LAMB3,,0.087073609,0.176200728,0.266535327,0.2251275,0.080762142,0.164300694,0.077625552,0.208599843,0.247270251,0.192873355,0.07772459,0.195906409,0.095232765,0.157554356,0.26965486,0.254196582,0.081346773,0.142014665,,0.00621051,0.062794489,0.032931573,0.039391964,0.009110005,0.657992501,0.02869287,0.007554613,0.002899185,0.0115136,0.140908691,Q13751, ,LAMB3,0.658,Large Protein Complex,no,Large Protein Complex,Medium
P35606,Large Protein Complex,COPB2,,0.069313016,0.214037521,0.224661262,0.192238497,0.142783604,0.156966101,0.080609418,0.210140913,0.215163194,0.181874021,0.153848007,0.158364447,0.083418525,0.19243978,0.218143676,0.189271719,0.149418035,0.167308266,,0.005053576,0.003148131,0.017578795,0.288950519,0.008565544,0.657856995,0.0019315,0.002589088,0.001406652,0.001222699,0.0116965,P35606,Large Protein Complex,COPB2,0.658,Large Protein Complex,no,Large Protein Complex,Medium
Q14657,undefined,LAGE3,,0.231491707,0.146822631,0.155668014,0.183190556,0.155185539,0.127641553,0.160315251,0.182116953,0.17448688,0.131344002,0.197889955,0.153846959,0.139238782,0.203799733,0.198223643,0.161143553,0.158546221,0.139048069,,0.025382036,0.00985809,0.159077343,0.01134869,0.013935967,0.656485765,0.00616786,0.017193114,0.002949982,0.002810045,0.094791109,Q14657, ,LAGE3,0.656,Large Protein Complex,no,Large Protein Complex,Medium
P42166,undefined,TMPO,,0.728904871,0.081879496,0.082424789,0.062291142,0.028289723,0.016209979,0.691448717,0.101480009,0.090231856,0.070284441,0.02998333,0.016571648,0.689282675,0.094490658,0.094510601,0.067024827,0.03552831,0.019162929,,0.008757042,0.01687032,0.044302091,0.007767015,0.018218904,0.656349376,0.015470468,0.047770146,0.157770022,0.006092181,0.020632435,P42166, ,TMPO,0.656,Large Protein Complex,no,Large Protein Complex,Medium
O75638,undefined,CTAG2,,0.161748575,0.137546928,0.1500842,0.178140498,0.210283189,0.16219661,0.094738889,0.119919245,0.156888712,0.220149841,0.229494078,0.178809235,0.143906248,0.128657348,0.13960842,0.166331101,0.217079026,0.204417857,,0.001585662,0.002612578,0.323367891,0.004430449,0.00174438,0.655639563,0.003792299,0.002461569,0.001156145,0.001498208,0.001711256,O75638, ,CTAG2,0.656,Large Protein Complex,no,Large Protein Complex,Medium
Q9BPZ2;Q99865,undefined,SPIN2B;SPIN2A,,0.243904306,0.05774962,0.111230468,0.138371488,0.282560549,0.16618357,0.201437675,0.163387261,0.157248314,0.108622041,0.155616791,0.213687918,0.233025847,0.174173317,0.143420209,0.243330765,0.139877473,0.06617239,,0.010298958,0.015869903,0.149481541,0.005787774,0.016597668,0.655386564,0.013646716,0.080936436,0.005684338,0.004281468,0.042028635,Q9BPZ2;Q99865, ,SPIN2B;SPIN2A,0.655,Large Protein Complex,no,Large Protein Complex,Medium
Q8WVD3,undefined,RNF138,,0.194860981,0.130938649,0.136988441,0.224136688,0.11569101,0.197384231,0.161692258,0.305814957,0.129273588,0.137609319,0.134749361,0.130860516,0.259994711,0.256725245,0.087370083,0.207458871,0.18845109,0,,0.025016836,0.015759729,0.068547072,0.006765026,0.018827947,0.655354713,0.012930005,0.083891196,0.005715319,0.00452155,0.102670607,Q8WVD3, ,RNF138,0.655,Large Protein Complex,no,Large Protein Complex,Medium
Q96C90,undefined,PPP1R14B,,0.136203589,0.243490028,0.193380981,0.142601887,0.208555588,0.075767927,0.196934271,0.13462724,0.125788807,0.160957721,0.259355232,0.122336729,0.195331297,0.35875257,0.093823625,0.093182594,0.147603626,0.111306288,,0.045924975,0.010583091,0.033064029,0.007598107,0.026594068,0.655183234,0.00960253,0.165935316,0.004541241,0.003376672,0.037596736,Q96C90, ,PPP1R14B,0.655,Large Protein Complex,no,Large Protein Complex,Medium
Q8N6T7,undefined,SIRT6,,0.594086839,0.077399071,0.0834677,0.082659576,0.067497624,0.094889191,0.508823982,0.082284393,0.134616279,0.086682963,0.095587472,0.09200491,0.434132223,0.105731013,0.066309165,0.114629037,0.151147828,0.128050735,,0.009219154,0.017872814,0.051355364,0.007890313,0.019247251,0.654305445,0.016143087,0.057802756,0.137770343,0.006130396,0.022263077,Q8N6T7, ,SIRT6,0.654,Large Protein Complex,no,Large Protein Complex,Medium
P61457,undefined,PCBD1,,0.180016464,0.22276665,0.185933519,0.184342049,0.132960292,0.093981028,0.178957124,0.241285073,0.141314719,0.142258893,0.179191299,0.116992893,0.205287404,0.25354467,0.125948479,0.16285882,0.14638568,0.105974946,,0.142836865,0.00536288,0.026664489,0.005514186,0.010191112,0.654177911,0.00482509,0.012489571,0.003001291,0.00215273,0.132783875,P61457, ,PCBD1,0.654,Large Protein Complex,no,Large Protein Complex,Medium
P42771,undefined,CDKN2A,,0.189266099,0.206811798,0.137194994,0.216098231,0.159803161,0.090825717,0.192486598,0.195535638,0.126362614,0.173729094,0.206030008,0.105856048,0.174997652,0.256292114,0.149562234,0.160215942,0.132822812,0.126109246,,0.047517564,0.008459411,0.067512572,0.008729444,0.015616271,0.653120681,0.007138097,0.013641394,0.004111782,0.003295285,0.1708575,P42771, ,CDKN2A,0.653,Large Protein Complex,no,Large Protein Complex,Medium
P08047,undefined,SP1,,0.584600134,0.099662011,0.078897554,0.064465782,0.082773094,0.089601426,0.588625781,0.097957306,0.072836158,0.063936121,0.089308576,0.087336058,0.603367335,0.091430343,0.092519667,0.068034931,0.069716776,0.074930949,,0.007250242,0.013178422,0.036480291,0.006496103,0.01454065,0.653106905,0.012129859,0.03516803,0.200420962,0.004980455,0.016248081,P08047, ,SP1,0.653,Large Protein Complex,no,Large Protein Complex,Medium
O15554,undefined,KCNN4,,0.156957704,0.10416731,0.173121286,0.182940958,0.155598295,0.227214447,0.197761166,0.166115676,0.223908425,0.1461874,0.150309197,0.115718136,0.1802105,0.230521012,0.151886952,0.167691431,0.132082043,0.137608063,,0.02068211,0.01342131,0.075516799,0.016037935,0.016567464,0.653029251,0.008159858,0.0396926,0.004285715,0.004666928,0.14794003,O15554, ,KCNN4,0.653,Large Protein Complex,no,Large Protein Complex,Medium
Q8IUR0,Large Protein Complex,TRAPPC5,,0.07470261,0.102563831,0.119780038,0.206057655,0.246879043,0.250016823,0.082540375,0.104779572,0.114324167,0.180190601,0.237560018,0.280605267,0.079190346,0.11117036,0.13588219,0.182668848,0.21245745,0.278630805,,0.001352332,0.002924697,0.325479962,0.002387065,0.002311997,0.652933515,0.005166867,0.00243278,0.001306433,0.001680721,0.002023632,Q8IUR0,Large Protein Complex,TRAPPC5,0.653,Large Protein Complex,no,Large Protein Complex,Medium
P42679,undefined,MATK,,0.179724505,0.122262414,0.155846747,0.149006022,0.225705061,0.16745525,0.174644905,0.126572101,0.123776058,0.180086144,0.183843831,0.211076961,0.196845567,0.132544498,0.161794796,0.15832105,0.16703947,0.183454619,,0.004200941,0.005110115,0.303560595,0.006035087,0.004567836,0.652832543,0.006767717,0.007011441,0.001993232,0.002193463,0.005727031,P42679, ,MATK,0.653,Large Protein Complex,no,Large Protein Complex,Medium
P46109,undefined,CRKL,,0.163852902,0.225955283,0.168051598,0.177255203,0.154984554,0.109900461,0.176438073,0.201135293,0.155858237,0.168437166,0.180512937,0.117618295,0.183498558,0.23845084,0.147989559,0.159937793,0.156656139,0.113467112,,0.11139584,0.005516271,0.044930132,0.01155682,0.013257913,0.652708824,0.004473305,0.010406638,0.002950249,0.002374247,0.140429762,P46109, ,CRKL,0.653,Large Protein Complex,no,Large Protein Complex,Medium
Q86VK4,undefined,ZNF410,,0.127541221,0.159645794,0.191447848,0.114488332,0.116903797,0.289973008,0.166782514,0.246208809,0.100876701,0.116998139,0.114868046,0.254265791,0.182086409,0.066602473,0.232213981,0.194601567,0.183206362,0.141289208,,0.009809392,0.014258963,0.178863865,0.015521484,0.014344106,0.652473287,0.011445443,0.058927134,0.004404915,0.00402835,0.03592306,Q86VK4, ,ZNF410,0.652,Large Protein Complex,no,Large Protein Complex,Medium
Q504T8,undefined,MIDN,,0.246414148,0,0.136642149,0.228874176,0.20147232,0.186597207,0.157708879,0.12192157,0.121495104,0.19028374,0.139279152,0.269311556,0.210006407,0.142171433,0.084918443,0.104984823,0.214459768,0.243459127,,0.005663255,0.013740051,0.236173094,0.004943558,0.012210626,0.651757842,0.01450139,0.039190839,0.00458734,0.004087467,0.013144538,Q504T8, ,MIDN,0.652,Large Protein Complex,no,Large Protein Complex,Medium
P41225,undefined,SOX3,,0.118426539,0,0.225223556,0.131733309,0.241894083,0.282722513,0.123638037,0.106655771,0.291384881,0.182803577,0.192966637,0.102551097,0.110238669,0.282234228,0.114222487,0.144833631,0.179968335,0.16850265,,0.007574417,0.017882883,0.078783812,0.014765816,0.019726928,0.651489631,0.01221069,0.147830503,0.005258209,0.004799048,0.039678063,P41225, ,SOX3,0.651,Large Protein Complex,no,Large Protein Complex,Medium
